%global
       time = "2008-01-01/1"

%climate
        id = 0

%attributes
        elevation = "719"
        latitude = "47.48"
        longitude = "11.06"

%data
prec	tavg	tmax	tmin	grad	wind
0	10.10833333	16	4.7	206.7271138	1.8
0	13.2375	21.3	2.8	279.286392	2
1	14.07916667	20.2	7.2	192.191506	1.5
0	17.55416667	27	7.6	320.2184601	1.6
0	19.6	29.4	8.5	316.6824328	1.4
13.8	10.05	15.2	6.3	38.18885996	1.9
2.8	6.65	9.6	4	117.345546	1.8
0	7.316666667	14.1	-0.2	358.1319095	2.1
7.5	8.691666667	17.9	0	263.399675	2.1
17.2	2.820833333	5.5	0.4	86.68623996	1.5
1.7	6.308333333	13.6	0.6	352.4878299	1.5
0	11.6875	18.9	0.5	229.5363785	2.1
0	15.2125	23.9	5.2	303.1199387	1.9
0	17.2125	25.1	7.6	244.678907	2.1
0	16.5125	22.2	8.9	188.5637225	2.4
2.6	13.0875	18.5	5.8	184.9991169	2
26.2	16.05416667	23.3	11.9	246.517809	1.5
0.9	15.06666667	22.8	9.6	181.8051334	1.1
0	13.82083333	20.8	7.1	354.5560887	2.5
0	12.7	20.2	4.4	360.4668455	2.8
0	13.09166667	19.9	4.1	248.373198	2.4
1.2	13.25416667	18	9.3	137.1816157	1.2
17.8	13.48333333	20.1	8.1	193.8982524	1.5
2.2	14.97083333	21.9	7.7	200.8714079	1.2
2.9	15.925	21.4	10	258.7616971	1.6
9.9	13.45416667	16.2	11.7	100.353917	1.1
0.6	15.79166667	21.7	11.2	310.5689609	1.7
6.8	16.38333333	23.8	9.9	196.2281568	1.9
23.3	11.44583333	15	9.2	120.2856245	1.2
4.7	10.1625	14.4	6.3	314.89021	2.4
0.6	12.80833333	19.2	6.3	125.0730839	1.4
4	18.29166667	25.1	11.1	289.1233005	1.7
11.1	14.97916667	20	12	123.5528415	1.5
26.4	11.69166667	14.9	9.5	101.205891	0.9
16.9	11.40416667	14.6	9.2	149.2653543	1.2
18	12.57916667	18.8	8.7	189.0327097	1.3
19.8	9.470833333	12.2	8.3	59.87438488	0.9
3.6	11.52083333	16.4	8	233.612922	1.4
0	12.875	19.3	4.7	360.819856	2.1
0	17.70833333	27.5	6.4	357.7948247	1.8
0	21.35416667	29.5	9.6	345.4408927	1.7
0	19.47083333	22.9	14.8	332.8890326	3
6.1	22.50416667	30.6	12.1	331.4021834	1.8
5.4	20.80833333	28.1	14.4	293.7500385	1.9
16.8	18.9375	24.2	14.7	220.9047957	2
5.6	18.74583333	24.4	13.5	235.4481459	1.6
0	16.76666667	21.9	13.5	210.482124	1.9
0	16.43333333	21.4	11.1	248.6504221	1.7
0	18.2125	25	9.3	291.3380407	2
14.6	14.1125	16.5	10.8	92.47996342	1
0	15.625	21.7	8.3	275.5223136	1.5
0.1	18.28333333	24	13.5	278.2330948	1.4
2.9	20.19583333	27.4	11.7	315.3740062	1.9
12.2	21.275	29.6	13.9	267.432561	1.6
0	23.725	30.9	15.5	329.2315873	1.8
8.8	19.25833333	26.7	14.6	199.194156	2.4
8	15.85416667	20.4	11.2	155.5010091	1.8
11.6	17.40833333	21.1	15.7	158.6605693	1.8
6.5	18.22916667	23.7	13.4	273.0832655	1.8
6.1	18.7875	26.3	12.4	278.0170715	1.9
2.5	16.9875	22.1	12.4	189.0429454	2.1
8.8	17.19583333	22.8	12.3	185.0117883	1.3
6.9	18.67916667	24.5	10.6	250.673722	2.3
14.1	17.52083333	21.3	15.1	163.2409355	1.3
7.6	17.17916667	23.4	12.8	221.675735	1.4
8.1	15.4	18.7	13.7	100.4050158	1.3
0.1	14.76666667	18.6	11.4	165.9587374	1.6
7	14.75833333	19.2	11.8	142.3242764	1.1
11.6	14.60833333	18	12.2	109.8885332	1.1
1.7	13.64583333	18.4	10.8	172.1470421	1.4
0	13.475	18.7	8.5	272.5752772	1.8
0	16.75	22.8	8.9	241.0255148	1.9
0	19.425	26.5	12.4	338.6854435	1.8
4	18.02916667	25.7	11.2	245.5618928	1.7
8.6	14.50833333	19.2	11.5	92.51623567	1.8
5.7	12.32083333	16.6	10.4	118.9376404	0.9
3.3	12.07916667	16.5	7.8	202.2200892	1.7
0	13.15416667	20.2	4.8	347.3507727	2.4
0	18.61666667	25.8	9.2	325.8609296	2
0.7	17.45416667	20.5	14.6	91.51133917	1.2
0	21.14583333	28.9	14.1	319.9517973	1.5
0.3	22.28333333	30.4	12.8	322.3284319	1.8
13.7	19.6625	25.2	14.8	202.7016685	1.9
5.1	16.8625	21.1	14.9	120.2335093	1.3
0.9	15.99166667	20.7	13.5	102.5476178	0.7
0	18.27916667	24.2	12.6	281.5691691	1.7
0.1	20.5625	28.5	10.6	324.89063	2
5.2	20.68333333	27.3	13.9	268.4696928	2.1
5.4	18.28333333	22.8	14.8	157.5855564	1.3
11.1	18.33333333	23.4	15.4	165.7117448	1.6
17.7	18.43333333	25.2	14.8	218.8053299	1.8
28.2	16.46666667	22.2	12.4	164.8495509	1.9
0	15.79166667	21.8	9	260.5056414	1.8
0	17.68333333	21.4	13.4	283.6966776	2.2
0	17.05833333	21.2	13.1	194.1275857	1.7
0.9	16.28333333	20.7	12.1	167.612757	1.2
0	14.44583333	19.2	9.1	247.2795195	2.1
0	14.775	21.6	7.3	297.6621296	2.1
4.5	15.92083333	23	10.5	221.6501436	1.5
0	16.9625	24	9.9	259.6557488	1.8
0	19.55416667	27.1	11	286.4416198	1.9
20.5	16.70416667	19.8	13.5	124.541856	1.3
0	17.9	24.5	10.5	294.9631072	1.8
0	20.23333333	28.4	11.7	294.7880323	1.6
0	21.72083333	30.9	12.1	295.4459285	1.5
9.2	22.62916667	31.9	12.5	280.9906558	1.7
0.3	22.12083333	29.7	14.4	259.5070947	1.4
0.4	23.375	29.1	17.5	254.5442563	2.1
11.6	19.9	27.1	15.2	237.0500494	2
5.6	19.3	25.4	15.1	160.4674594	1.7
47.7	17.6	22.6	13.5	92.44790879	1.1
10.2	13.27083333	16.5	11.1	94.32133279	1
0.2	14.07083333	20.7	7.6	266.5068678	1.6
6	16.82916667	26.4	7.7	220.4688142	1.5
0	18.26666667	25.3	11.1	236.702269	1.3
18.4	16.675	22.3	12.5	119.7973297	1.1
36.2	10.3125	12.3	8.6	28.18034691	0.7
1.7	10.3	11.8	8.6	61.2841715	1.6
0	14.6	19.6	10.4	238.095385	2.1
0	15.6875	17.9	13.6	79.26443804	1.6
0	17.375	20.1	14.9	135.739407	1.9
0	16.85	19.4	14	87.49961471	1.5
3.3	14	15.4	12.6	67.65852892	1.7
0	14.725	21.9	7.4	249.9169676	1.5
0	15.34166667	23.8	8	249.8017226	1.6
0	16.57083333	24.9	8.1	237.4176074	1.5
2.7	17.09583333	25.5	11.2	198.3917239	2.1
7.2	16.625	24.9	9.7	179.1696674	1.2
21.8	10.5625	13.8	7.4	24.61473833	0.9
4.5	7.0875	8.8	6	52.01429458	0.9
0	10.02916667	16.4	5.3	235.46108	1.3
0	11.05	16.3	4.8	127.9085084	1.5
0	12.57916667	19.1	5.5	229.7630134	1.5
0	13.9875	21.9	6.7	184.6410499	1.4
1.8	15.575	23.7	7.4	196.462729	1.3
22	9.691666667	13.2	7	41.6442093	1.7
0	8.4875	14.3	3.5	222.4638107	1.4
0	10.9	20.3	1.7	221.5722168	1.4
18.8	11.075	15.3	7.7	55.15306179	1.4
0	13.81666667	21.5	7.6	191.5962559	1.2
6.6	13.04583333	19.8	9.6	52.68090392	1.2
0	13.69166667	23.8	6.4	206.4228045	1.4
0	15.0375	24.6	8.4	123.6989991	1.7
15.1	11	14.4	8.3	72.25185796	1.6
0	10.27916667	16.7	4.7	192.5952548	1.6
3.4	10.675	14.6	6.3	57.17003871	1.7
0.2	11.275	13	10	51.38841846	1.4
1.3	12.14166667	15.1	10.8	86.41876633	1.5
0	12.03333333	17	6.6	147.948938	1.3
0	11.05	19.6	4.1	163.7194657	1.4
3.2	12.47916667	19.1	7.3	105.7078553	1.5
0	12.39166667	20.5	7.8	163.6023755	1.1
0	13.58333333	24.2	5.4	164.5631897	1.2
13.5	10.36666667	13.2	7.3	23.89642016	1.5
0.1	9.45	14.4	4.4	143.4174473	1.1
31.8	11.87916667	15.6	9.6	59.92950563	1.4
11.3	9.729166667	11.5	8.3	40.48578268	1.2
2.2	10.175	14	7.8	131.1487711	1.2
3.7	10.55	17.2	5.5	93.73156971	1.1
0	8.733333333	12.2	4.3	95.0701625	1.5
0	8.541666667	14.4	4.6	114.1041905	1.3
12.3	5.1875	7.2	3.8	19.42677218	0.9
1.2	5.791666667	12.5	1.9	155.897041	1
0	9.575	17.6	2.2	116.0720483	1.8
0	13.20833333	23.7	6.9	156.6044636	1.8
0	12.74583333	25.1	5.9	157.2752217	1.8
0	10.42916667	22.2	2.9	152.1230008	1.4
0	10.6125	23.4	3.2	142.6523725	1.2
0	7.975	11.7	4.3	136.0709154	1.4
0	5.866666667	7.6	2.6	36.5193511	1.1
0	6.595833333	7.5	6	33.59629737	0.9
0	7.366666667	13.5	2.8	133.0442898	1.2
0	5.220833333	7.7	2	26.55248401	0.8
15.4	2.741666667	6.5	-2.4	10.28399791	2.4
5.9	-2.091666667	-1.6	-2.6	29.68636819	3.1
1.4	-1.566666667	2.9	-5.5	102.3433517	1.5
0	-1.129166667	3.2	-5.3	62.64328996	0.9
0	1.566666667	6.8	-3.6	120.1124917	1.5
0	4.4125	11.6	1	78.01790254	1.2
4.6	5.525	11.1	1.1	106.3681442	1.4
0	7.1875	16.9	2.2	103.6226684	1.5
10.3	7.854166667	14.8	2	87.67815983	1.6
17.8	4.370833333	8.9	1.7	74.65067396	1.2
2.2	2.466666667	5.1	-0.6	46.78105633	1.2
0	1.570833333	6.9	-2	41.94564796	0.9
0	3.154166667	11.7	-2.2	76.6168405	1.2
0	4.2	12.5	-1.1	91.11148321	1.3
0	8.383333333	16.7	4.3	64.34597188	1.3
4.2	6.958333333	8.8	4.1	15.10417364	1.1
0.2	6.983333333	8.1	6	24.49368802	1.8
0	5.620833333	8.2	2.8	41.37104719	1.7
0	2.65	7.8	-1.3	86.70722504	1.4
0	1.354166667	11.5	-2.5	87.13342704	1.2
0	0.525	11.1	-3.4	86.38443729	1.3
0	0.358333333	10.7	-3.6	82.15712804	1.3
0	1.6	11	-3	70.78313025	1.1
0	0.533333333	8.5	-2.5	72.26295933	1.2
0	-1.020833333	5.1	-3.9	75.80018317	1.1
0	-0.533333333	8.6	-4	76.33485813	1.3
0.1	2.5875	6.3	-1.3	21.33073765	0.9
0	2.4125	9.7	-1.2	60.73313646	1.2
0	3.958333333	11.2	-0.1	62.76585288	1.2
0	4.079166667	13.2	-0.5	62.94061908	1.3
0	5.416666667	13.7	1.8	53.39720821	1.5
0.1	5.379166667	7.4	2.6	18.59271123	1.2
3	4.395833333	5.2	2.6	12.97649795	1.9
3.1	1.329166667	2.2	-0.4	23.18857154	1.4
0	-0.604166667	0.6	-1.5	37.88847795	1.7
0.4	-1.658333333	-0.5	-2.5	27.46232846	2.1
0.7	-2.383333333	-0.3	-5.2	37.4379311	1.3
5	-1.2125	1.6	-2.8	47.88012671	1.2
9.8	1.079166667	4.3	-1.2	33.90052288	1.4
7	-1.591666667	0.4	-6.3	25.25418894	0.8
9.3	-5.054166667	-1.7	-9	15.52141967	1.1
0	-6.7	-2.5	-13	34.93622244	1
0.3	-4.45	-3.2	-7.6	25.67330723	1.8
3.9	-7.266666667	0.1	-14.3	40.57093207	1
12.3	-0.595833333	1	-1.8	27.50280725	1.4
9.7	-3.395833333	-1.8	-5.1	36.66119781	1.5
1.1	-9.541666667	-4.7	-14.7	50.09021425	1.2
0	-9.233333333	-3.1	-15.6	50.53793025	1.2
0	0.379166667	5.2	-2.9	48.28690558	1.5
2.1	1.491666667	3.1	-0.6	19.94041878	1.3
1.4	0.8875	3.8	-1.4	30.22101967	1.2
2.4	0.9625	3.5	-0.6	24.85282905	1.1
6.6	0.8375	2.5	0	25.89067952	0.8
0	-0.408333333	2.9	-4.6	35.3095351	0.9
2.3	-3.045833333	0.5	-7.9	48.52861888	0.8
3.7	1.2375	3.7	0.1	28.50278589	0.7
3	1.404166667	4.4	0.2	42.27060275	1
17.6	3.458333333	7.9	1.4	43.22509754	1.1
0	1.5625	7.7	-0.9	45.33853833	1.3
0	2.754166667	9.5	-0.3	42.81402479	1.4
1.3	2.254166667	7.4	-2.6	25.42717193	1.4
3.9	2.183333333	9.6	-2.8	30.72975983	1.6
10.8	1.329166667	3.4	-2.2	18.75527738	1.4
0	-0.125	5.8	-2	46.54072471	0.9
0	0.304166667	6.2	-2.8	40.91003562	1
0	-2.145833333	3.1	-4.7	50.25464196	1.1
0	-0.554166667	5.7	-4.5	46.98069763	1.1
4.5	0.166666667	2.9	-4.8	42.05690517	0.8
2.8	-1.266666667	2.1	-6.3	25.1666754	0.9
5.2	3.554166667	5.3	2.1	15.46294588	1.1
33.5	3.445833333	6.6	1.1	7.212757325	1.3
1.7	3.145833333	5.7	1.6	36.05143995	1
0	2.604166667	5.3	0.6	31.75969359	1
0	3.041666667	9.6	-0.4	57.57108704	1.1
0	1.025	5.8	-1.9	47.31131879	0.9
1.3	0.979166667	3.6	-2.3	30.38086883	1
8.4	0.225	1.4	-1.2	31.98168287	1.2
1.3	-0.7625	1.2	-1.9	33.94261749	0.7
0	-2.4125	0.2	-5.2	52.0410505	1.3
2.1	-1.908333333	-0.6	-2.7	39.51832412	1.4
1	-3.425	-0.1	-7	66.60526629	1.1
6.2	-4.2625	-2.9	-5.8	26.8057456	1.1
3.7	-5.6375	-4.4	-7.2	31.84940585	1.4
0.1	-9.8625	-4.1	-13.6	62.36453425	1
0	-6.7625	-2.6	-12.9	55.80837021	1.2
0	-1.254166667	4.9	-4.7	66.67745408	1.5
2.4	-2.075	-0.3	-4	23.30813963	1.1
0	-0.6	2.7	-2.8	46.56360813	1.1
0	-5.254166667	2.4	-9.4	112.4679061	1.1
0	-5.504166667	-2.2	-10.6	1.992783775	1.5
1.4	-4.25	-3.4	-6.3	29.60360729	1.8
0	-8.4875	-0.7	-14	4.076525554	1.3
0	-3.370833333	5.1	-11.8	-99.99	1.3
3.2	0.233333333	3.6	-3.6	-99.99	0.7
6.8	1.095833333	3.9	-2.9	-99.99	1.1
7.1	5.620833333	14.9	0.2	-99.99	1.5
2.2	5.95	10.7	-1.3	0.84038565	2.6
6.5	3.570833333	7.3	2.1	23.09045861	1.3
14.1	1.020833333	4.3	-0.9	17.60155327	1.5
1.7	-1.820833333	0.5	-3.3	67.39297796	1.4
7.2	1.2375	4	-0.3	-99.99	1.8
4.1	1.741666667	5	-0.1	-99.99	1.5
0.9	-0.525	3.6	-4.4	-99.99	1.3
3.1	-1.920833333	-0.8	-3.7	-99.99	1.3
9.5	-3.5	-1	-5.6	-99.99	0.8
4	-4.895833333	-2.7	-8.2	-99.99	1.7
0	-9.925	-1.7	-15.2	-99.99	1.3
0	-4.433333333	3.8	-13.7	-99.99	1.5
5.8	-5.5375	-4.1	-8	-99.99	1.3
0.3	-4.779166667	-1.6	-6.5	-99.99	1.4
0	-6.6125	0	-12.4	-99.99	1.3
5.2	-1.716666667	1.5	-7.8	-99.99	0.9
1	0.470833333	4.5	-1.7	-99.99	1.1
0	-0.15	1.4	-2.3	-99.99	1.8
0	-1.5625	1.6	-6.1	-99.99	1.6
0.9	-1.891666667	4.8	-9.5	-99.99	1.7
4.5	-2.4125	-0.8	-4.3	-99.99	2.6
0.8	-5.083333333	-3.6	-6.4	-99.99	2.6
0.8	-6.954166667	-5.8	-8.7	-99.99	2.7
1	-6.920833333	-2.6	-10.4	-99.99	1.8
0.9	-5.775	-2.9	-8.8	-99.99	1.3
0	-6.625	0.2	-13.4	-99.99	1.6
0	-3.845833333	1.9	-10.3	-99.99	1.3
0	-0.125	3.2	-3.2	-99.99	1.8
0	0.145833333	4.6	-5.1	-99.99	1.6
0	-0.004166667	3.1	-3.4	-99.99	1.8
0	0.025	3.2	-1.5	-99.99	2
0	-0.379166667	4.2	-4.6	-99.99	1.8
0	-0.341666667	7.7	-6.8	-99.99	1.6
0	4.341666667	14.9	-2.5	-99.99	1.4
0	6.133333333	14.9	0.9	-99.99	1.6
0	7.945833333	15.3	2.7	-99.99	1.8
0	7.954166667	17.7	-0.3	-99.99	1.5
0.8	6.416666667	11.1	2.9	-99.99	1.1
1.3	6.075	11.2	1.2	-99.99	1.5
0.9	5.275	9.2	1.9	22.66395082	1.4
3.6	4.804166667	11.9	-0.8	169.3123815	2
3.9	-0.358333333	1.8	-3.2	20.39005191	2.7
2.5	-4.620833333	-3	-5.6	122.1971938	2.7
1.8	-5.879166667	-2.6	-10.6	108.1528317	1.3
0	-3.358333333	6.1	-13.8	-99.99	1.3
0	3.8	10.2	-4.1	-99.99	2
6.2	2.879166667	6.8	0.4	-99.99	1.8
0.8	2.229166667	7.9	-2.7	-99.99	1.8
0.2	2.6125	11.6	-3.5	120.9210546	1.3
0.3	2.3625	6	0.2	-99.99	1.7
0	3.495833333	9.5	-2.6	-99.99	2.1
0	0.845833333	5.3	-1.7	-99.99	2.6
0	-0.879166667	1.9	-3	-99.99	2.6
4.4	-2.779166667	-1.4	-4.1	63.16652508	2.5
10.3	-4.854166667	-3.9	-6	56.57625333	2.4
0.9	-3.058333333	0.4	-6.8	177.4061669	1.7
0	1.516666667	9.9	-6.8	172.1367655	1.1
6.7	2.020833333	5.7	0.4	124.3310281	1.6
8.7	2.358333333	6.2	-0.2	114.020749	1.4
7.1	-0.6	0.4	-2	42.10138804	2.2
0	-0.183333333	3	-4.9	198.3648254	2.1
0	-0.470833333	1.4	-2.8	71.95399117	2
0	1.254166667	3.6	-0.5	93.63992846	2.1
0	2.829166667	7.6	-2.9	321.6169949	2.1
0	0.995833333	2.2	0.5	-99.99	2
0	1.170833333	2.8	0.1	-99.99	2.4
0.3	0.766666667	2.4	-1.8	-99.99	2.1
2.6	3.179166667	9	-3.9	209.7590788	1.8
0	4.916666667	11.7	-0.6	191.7002926	1.5
0	7.029166667	12.6	1.1	185.3299984	2.1
2.1	8.845833333	15.6	3.6	123.8010493	1.3
8.7	7.633333333	11.3	4.1	99.61695042	1.4
0	7.941666667	15.7	2.1	242.7918065	1.7
0	10.8625	20.2	0.9	258.3057167	1.7
0	14.02916667	23.9	3	280.7403264	1.7
0.1	13.10833333	20	8	121.118743	1
0.4	14.42916667	21.9	7.9	235.004443	1.8
0	15.34166667	23.9	5.5	195.9672343	1.3
8.6	7.5625	14.5	1.9	39.05605685	3.1
3.4	4.5625	7.4	1.3	67.13849575	1.3
0.2	7.604166667	11.5	2.5	176.6565303	2.4
0.9	7.958333333	9.7	6.5	67.09456775	1.6
0	10.74166667	15.4	7.1	194.1198123	1.9
0	12.87916667	21.2	3.6	296.6886349	1.8
0	14.1875	23.2	4.8	310.5081282	1.8
0	15.75416667	23.9	5.2	209.0521932	1.6
0	13.77916667	20.7	8	214.3416066	2.6
0.2	8.333333333	11.3	5.7	143.9165151	2.7
0	9.15	11.7	6.3	79.91983579	1.3
0	10.29166667	14.1	6.2	170.7733355	1.9
0	14.64166667	22.7	6.4	250.0098227	1.9
3	13.10833333	17.8	10.8	95.75867546	1.7
11.6	11.97916667	17.7	8.8	204.4420493	2
4.7	10.325	15.3	6.3	141.0542409	1.5
0.1	12.85	18.8	7.8	259.8265834	2.2
3.7	11.3625	16.6	4.4	208.7953393	1.8
4.4	11.51666667	14.7	9.1	78.98417088	0.9
0	14.42916667	21.5	6.6	274.8956664	1.7
0	15.75833333	21.3	9.3	240.9534739	2.2
35.7	11.03333333	14	7.9	52.1995755	1.1
11.7	8.445833333	10.7	7.2	85.99525575	0.8
4	7.4875	13.4	4.5	143.7904764	1.5
0.3	8.245833333	11.7	3.5	148.8131882	1.3
0	12.20416667	19	4.3	332.8890155	2.4
0	15.05833333	22.1	5.5	241.4554412	2
0	15.24166667	22.9	6.3	244.6758831	2
1.1	12.375	17.5	7.5	172.9641978	1.9
0	14.52916667	21.6	8.7	338.7188401	2.3
8.9	10.5125	17.1	6.7	105.9397202	2.2
6.8	8.3375	12.9	5.6	129.2868541	1.4
11.8	8.675	14.1	4.6	179.4530729	1.7
1.5	8.495833333	12.1	5.2	126.7675661	1.5
2.1	7.266666667	11	3.9	188.3243803	1.9
4	3.645833333	5	2.6	98.21960317	1.4
1.8	4.929166667	7.5	2.5	93.26704504	1.3
0.7	6.629166667	10.1	3.5	149.0924997	2.2
0	10.575	16.9	4.4	201.8813585	2.6
0	11.6625	18.7	3.1	280.8256493	1.8
16.3	7.383333333	9.2	5.3	105.1165812	1.4
8.4	6.475	8.4	5.2	78.02382242	1.1
33.2	7.029166667	9.8	5	57.3703575	2.7
45.1	9.0125	13.6	6.5	90.32566017	1.4
54.7	8.325	9.1	6.6	44.54503025	1.4
4.4	6.166666667	9	4	83.27776588	1.8
0.1	9.025	15	4.3	183.9479373	1.5
0	13.54583333	20.5	4.2	322.2940858	2.4
0	14.1	21.6	5.9	291.0083041	1.9
0	15.0125	22.3	6.4	294.3093125	2
0.6	17.25833333	24.8	7.3	330.5195143	2
17	15.22916667	20.5	10.8	181.8337585	1.8
8.3	11.32916667	12.9	10	86.98347425	1.4
10.1	12.7625	18.2	9.6	179.7480288	1
0	14.7625	20.8	9.5	234.1427984	1.3
0	18.0625	26.5	6.6	350.5623579	1.7
2.6	13.50416667	16.9	10	129.5669224	2.4
9.2	17.76666667	24.9	11	260.7729294	1.9
0.1	19.52083333	25.5	13.1	341.5309714	1.8
0	23.29583333	32.7	13.1	317.3387209	1.4
0	23.65833333	33.1	14.4	284.7706188	1.8
0	24.95	34.6	14.5	324.8855485	1.6
0	23.6625	31.7	15.1	306.0627256	2
1.2	17.2875	21.1	13.6	234.2559097	2.4
0.4	15.30416667	17.7	11.6	101.3644237	1.5
28.7	13.50416667	19	9.7	139.189495	1.8
8.3	9.9625	11.8	8.5	83.39960163	0.9
8.5	10.175	13.2	8.7	100.9167569	1.1
3.4	9.225	12.3	7.4	123.2196226	1.2
3.7	9.745833333	14.1	6.8	148.892085	1.3
2.3	10.13333333	14.4	6.3	185.4516118	1.5
9.1	10.075	12.7	6	100.7804164	1.2
0.5	13.35416667	17.7	9.2	232.4041724	1.4
0	15.45416667	23.2	6.4	363.002331	2.1
6.3	17.37916667	24.4	9.9	292.4366247	2
14	15.3875	20.6	11.9	110.1468143	1.7
4.7	16.41666667	21.1	12.7	225.3865991	1.4
1.6	17.04583333	20.7	14.4	178.2301185	1.8
0.1	18.12083333	23.2	13.4	308.9263063	2.1
2.9	17.09166667	23.7	10.7	274.7766181	2.3
0	18.45416667	23.3	12.1	262.01609	2.3
0	18.125	23.9	12.1	223.6728287	1.8
0	19.1375	24.2	14.3	223.4601275	1.7
0	16.22083333	19.4	12.2	227.7753128	2.5
0	15.3125	21.5	7.8	344.3958363	2.4
0	16.49583333	23.6	8	324.9520129	2.3
0	17.575	24.3	8.6	334.8400272	2.1
0	18.26666667	24	10.3	258.8696062	1.9
0	18.1875	26.2	9.1	337.132866	2.3
0	19.51666667	26.5	10.3	334.1651551	2.4
0.1	19.525	25.2	14.4	230.2794973	2.1
0.6	18.49166667	26.1	12.3	218.8196282	1.7
0	20.20416667	27	11.9	315.5949347	2.1
0	20.38333333	27.6	12.4	324.8619021	2.3
0	20.74583333	28.3	12.2	316.2716153	2.2
0	22.1	29.4	12.6	315.2622664	2
19.4	20.025	28.3	16.5	213.8788192	1.7
0	20.9	27.7	13	296.8845706	1.5
2.7	22.2125	29.8	13.7	302.8570735	1.9
1.1	22.47916667	33.7	14.5	240.8153115	1.6
0	24.79583333	34.8	15.8	294.5235293	2
14.9	16.96666667	21.4	13	89.20036988	1.5
0	16.27916667	22.5	11.1	188.5595473	1
0	18.45	26.1	10.1	326.3606758	1.8
0	21.45416667	30.8	11.3	327.3583244	1.8
0	23.27083333	32.6	13	315.6431387	1.9
13.9	23.01666667	30.8	14.6	285.4966049	2.5
0.8	19.35	27.3	13.3	233.5839986	1.3
1.2	22.25833333	28.4	13.8	275.5820837	2
14.3	22.52916667	30.6	15.8	272.0479782	2.5
0.2	20.03333333	27.8	13.9	184.2631738	1.8
0.3	19.65	22.4	17.1	168.033615	2.3
24.3	16.1	18.6	12.6	48.40186558	1.6
0	15.85416667	21.6	11.1	221.1671107	1.2
0	16.725	21.4	10.7	241.2807671	1.7
0	18.38333333	24	12.2	276.9425192	2
5.8	15.9625	19.5	13.5	121.4777273	1.3
0	15.01666667	18.1	13	152.7587182	1.7
0	15.25	22	8.1	277.1780929	1.9
0	17.025	24.9	8.5	285.319131	1.9
0	18.75833333	26.2	10.2	228.4757433	1.7
8.7	18.96666667	26.3	12	213.4744837	1.9
19.4	15.42916667	18.4	11.7	42.47884533	1.1
2.6	13.95833333	18.2	9.5	124.7439636	1.5
0	14.4	20.6	8.1	291.5365338	2
0	15.0125	22	7.4	280.4503275	2
0	16.15	22.2	9.8	213.624471	1.8
7	16.26666667	24	10.5	180.2536404	1.6
21.9	13.40833333	16.6	10.6	90.48801075	1.1
0	13.66666667	17.4	10.5	132.0812331	1.7
4.8	13.26666667	15.4	11.3	71.3727245	1
7.4	13.35416667	17.3	9	100.4510862	0.8
0	13.12916667	20.2	6.5	254.7109782	1.8
0	14.2125	21.7	6.6	262.1691287	1.8
1.9	15.54166667	21.4	8.7	185.7738028	1.5
20.9	13.40833333	17	11.5	85.17363608	1
0	13.10833333	17.1	9.8	112.4969942	0.9
0	16.5625	23.9	11.3	259.2914803	1.6
0	16.8	24.6	8.9	255.9283704	1.8
0	17.75	25.2	9.9	251.1225401	1.7
0.1	18.56666667	26.1	11.5	187.1507355	1.4
0	18.52916667	24.8	11.5	204.0754115	1.8
7.3	17.24583333	21.5	14.4	89.80099275	1.4
11.6	12.1	16.3	6.5	164.5825458	1.3
12.9	9.925	16.6	5.7	78.85646167	1.1
0.3	10.64583333	16.5	6.9	178.3034494	1.5
25.3	8.3375	11.8	6.6	84.74586442	1.5
7.4	8.825	13.1	6.3	83.86414596	1.1
0.5	11.16666667	16.8	5.1	96.32299346	0.8
0.1	13.80833333	17.3	10.8	88.91733696	0.9
15.2	11.92916667	13.2	8.4	57.04300742	1.3
5.8	7.766666667	11.2	5.5	148.4341439	1.7
26.7	11.49583333	19.1	6.3	102.4556821	1.3
22.6	9.2625	12.5	7.6	106.2960598	1.2
0.1	11.10833333	16.8	6.2	130.8951006	1.4
0	11.84166667	17.3	6.6	198.454211	1.7
0	10.4625	17.8	4.1	168.7991757	1.1
0	10.92916667	18.5	4.3	214.260594	1.3
0	11.65	20.6	4.1	208.8806009	1.4
0	12.84166667	22.2	5	201.9985358	1.4
6.7	12.94583333	16.3	7.8	57.33110258	1.2
10.5	13.44166667	15.5	10.9	33.37052064	0.8
0	14.40833333	18.5	12.7	147.6618217	1.2
0	10.7125	12.7	8.7	33.60685071	1.8
11.3	8.433333333	8.7	8	19.30019315	1.4
1.5	9.008333333	10.4	7.6	19.63988699	0.9
0	9.05	11.6	6	105.9412669	1.4
0	8.570833333	15	3	177.8559918	1.4
1.6	13.03333333	18.4	9.4	60.67625121	0.7
12.1	11.84583333	15	9.1	41.33228971	0.8
0.9	12.64583333	17.4	10	81.71481154	1.3
0.2	11.95	12.8	11.1	30.37311771	1.9
0.4	10.97916667	12.3	10	30.81856354	1.6
0.7	10.8	12.6	9.9	39.84442358	0.6
36.1	6.033333333	11.2	0.2	24.10574864	1.3
16.8	1.4625	6.4	-1.2	118.0539574	1
0	3.225	7.6	-1	137.7459615	1.7
0.1	5.554166667	12.6	1.7	166.3457591	1.4
0	7.095833333	15.9	1.1	117.9720238	1.1
8.5	8.433333333	15.6	2.1	114.4314099	1.3
10.6	5.954166667	13	2.8	67.46002975	1.2
2.5	8.325	17.2	1.8	147.1912198	1.4
